#items #users

(19, 6433)
(20, 5763)
(21, 5097)
(22, 4598)
(23, 3899)
(24, 3535)
(25, 3140)
(26, 2709)
(27, 2367)
(28, 2122)
(29, 1846)
(30, 1669)
(31, 1463)
(32, 1291)
(33, 1127)
(34, 981)
(35, 821)
(36, 738)
(37, 639)
(38, 609)
(39, 518)
(40, 466)
(41, 409)
(42, 328)
(43, 307)
(18, 263)
(44, 244)
(45, 238)
(46, 209)
(47, 186)
(48, 154)
(49, 131)
(50, 109)
(51, 109)
(52, 98)
(53, 75)
(54, 69)
(55, 60)
(56, 54)
(57, 42)
(58, 38)
(59, 29)
(60, 25)
(63, 23)
(17, 17)
(61, 15)
(62, 15)
(64, 14)
(65, 12)
(67, 11)
(71, 8)
(68, 7)
(69, 7)
(74, 7)
(66, 5)
(70, 5)
(75, 4)
(72, 3)
(73, 3)
(79, 3)
(83, 3)
(86, 3)
(76, 2)
(78, 2)
(14, 1)
(77, 1)
(80, 1)
(81, 1)
(91, 1)
(94, 1)
(95, 1)
(99, 1)
(115, 1)
(136, 1)
