#items #users

(20, 91)
(19, 86)
(22, 81)
(23, 81)
(21, 77)
(24, 75)
(28, 72)
(35, 71)
(26, 66)
(25, 62)
(32, 62)
(27, 60)
(29, 58)
(34, 58)
(31, 55)
(36, 55)
(46, 55)
(30, 51)
(47, 51)
(49, 50)
(37, 49)
(38, 49)
(39, 48)
(40, 48)
(42, 48)
(45, 46)
(61, 45)
(33, 44)
(50, 42)
(63, 42)
(43, 40)
(44, 40)
(56, 40)
(51, 39)
(54, 38)
(99, 36)
(41, 35)
(52, 35)
(66, 35)
(60, 33)
(69, 33)
(70, 32)
(57, 31)
(76, 31)
(80, 31)
(53, 30)
(48, 29)
(64, 29)
(71, 29)
(73, 29)
(77, 29)
(101, 29)
(67, 28)
(102, 28)
(55, 27)
(58, 27)
(72, 26)
(75, 26)
(59, 25)
(65, 25)
(84, 25)
(88, 25)
(91, 25)
(104, 25)
(125, 25)
(103, 24)
(124, 24)
(68, 23)
(85, 23)
(100, 23)
(107, 23)
(62, 22)
(79, 22)
(115, 22)
(131, 22)
(83, 21)
(90, 21)
(96, 21)
(147, 21)
(74, 20)
(82, 20)
(87, 20)
(116, 20)
(119, 20)
(123, 20)
(78, 19)
(86, 19)
(89, 19)
(93, 19)
(95, 19)
(97, 19)
(105, 19)
(118, 19)
(158, 19)
(81, 18)
(94, 17)
(98, 17)
(109, 17)
(113, 17)
(114, 17)
(121, 17)
(142, 17)
(153, 17)
(156, 17)
(117, 16)
(120, 16)
(122, 16)
(126, 16)
(157, 16)
(162, 16)
(173, 16)
(110, 15)
(128, 15)
(137, 15)
(148, 15)
(169, 15)
(108, 14)
(112, 14)
(129, 14)
(134, 14)
(135, 14)
(138, 14)
(211, 14)
(106, 13)
(145, 13)
(152, 13)
(155, 13)
(170, 13)
(171, 13)
(111, 12)
(136, 12)
(139, 12)
(143, 12)
(144, 12)
(146, 12)
(149, 12)
(167, 12)
(186, 12)
(202, 12)
(205, 12)
(296, 12)
(92, 11)
(130, 11)
(150, 11)
(151, 11)
(154, 11)
(161, 11)
(164, 11)
(174, 11)
(190, 11)
(194, 11)
(196, 11)
(199, 11)
(201, 11)
(203, 11)
(209, 11)
(218, 11)
(228, 11)
(252, 11)
(127, 10)
(132, 10)
(133, 10)
(160, 10)
(172, 10)
(176, 10)
(178, 10)
(181, 10)
(210, 10)
(220, 10)
(231, 10)
(299, 10)
(141, 9)
(159, 9)
(165, 9)
(197, 9)
(204, 9)
(222, 9)
(226, 9)
(232, 9)
(317, 9)
(140, 8)
(168, 8)
(177, 8)
(188, 8)
(189, 8)
(193, 8)
(195, 8)
(207, 8)
(212, 8)
(219, 8)
(223, 8)
(224, 8)
(227, 8)
(234, 8)
(245, 8)
(253, 8)
(255, 8)
(262, 8)
(265, 8)
(283, 8)
(292, 8)
(316, 8)
(323, 8)
(353, 8)
(163, 7)
(166, 7)
(183, 7)
(185, 7)
(187, 7)
(191, 7)
(198, 7)
(208, 7)
(213, 7)
(230, 7)
(238, 7)
(246, 7)
(259, 7)
(260, 7)
(270, 7)
(278, 7)
(279, 7)
(281, 7)
(282, 7)
(288, 7)
(298, 7)
(301, 7)
(303, 7)
(304, 7)
(307, 7)
(311, 7)
(313, 7)
(356, 7)
(383, 7)
(403, 7)
(182, 6)
(200, 6)
(206, 6)
(216, 6)
(233, 6)
(239, 6)
(241, 6)
(269, 6)
(271, 6)
(284, 6)
(286, 6)
(300, 6)
(314, 6)
(325, 6)
(327, 6)
(350, 6)
(361, 6)
(377, 6)
(391, 6)
(402, 6)
(175, 5)
(179, 5)
(180, 5)
(184, 5)
(214, 5)
(217, 5)
(236, 5)
(240, 5)
(247, 5)
(248, 5)
(250, 5)
(257, 5)
(258, 5)
(263, 5)
(264, 5)
(267, 5)
(277, 5)
(285, 5)
(306, 5)
(308, 5)
(332, 5)
(340, 5)
(341, 5)
(349, 5)
(367, 5)
(387, 5)
(393, 5)
(398, 5)
(400, 5)
(408, 5)
(409, 5)
(423, 5)
(428, 5)
(445, 5)
(192, 4)
(229, 4)
(237, 4)
(243, 4)
(244, 4)
(254, 4)
(268, 4)
(272, 4)
(275, 4)
(289, 4)
(293, 4)
(295, 4)
(297, 4)
(309, 4)
(319, 4)
(321, 4)
(322, 4)
(328, 4)
(330, 4)
(331, 4)
(333, 4)
(334, 4)
(337, 4)
(355, 4)
(376, 4)
(384, 4)
(394, 4)
(397, 4)
(399, 4)
(405, 4)
(412, 4)
(419, 4)
(436, 4)
(458, 4)
(459, 4)
(460, 4)
(470, 4)
(479, 4)
(483, 4)
(507, 4)
(516, 4)
(545, 4)
(728, 4)
(221, 3)
(225, 3)
(242, 3)
(251, 3)
(256, 3)
(276, 3)
(287, 3)
(291, 3)
(294, 3)
(302, 3)
(305, 3)
(315, 3)
(318, 3)
(320, 3)
(326, 3)
(345, 3)
(347, 3)
(357, 3)
(360, 3)
(370, 3)
(371, 3)
(372, 3)
(378, 3)
(381, 3)
(392, 3)
(396, 3)
(406, 3)
(421, 3)
(422, 3)
(426, 3)
(429, 3)
(439, 3)
(441, 3)
(442, 3)
(450, 3)
(452, 3)
(464, 3)
(466, 3)
(469, 3)
(476, 3)
(489, 3)
(497, 3)
(499, 3)
(505, 3)
(508, 3)
(512, 3)
(520, 3)
(524, 3)
(525, 3)
(527, 3)
(529, 3)
(542, 3)
(553, 3)
(555, 3)
(558, 3)
(563, 3)
(590, 3)
(591, 3)
(615, 3)
(621, 3)
(632, 3)
(683, 3)
(719, 3)
(821, 3)
(824, 3)
(848, 3)
(215, 2)
(235, 2)
(249, 2)
(261, 2)
(266, 2)
(274, 2)
(290, 2)
(329, 2)
(335, 2)
(336, 2)
(339, 2)
(342, 2)
(344, 2)
(352, 2)
(354, 2)
(358, 2)
(362, 2)
(365, 2)
(366, 2)
(369, 2)
(373, 2)
(374, 2)
(375, 2)
(386, 2)
(389, 2)
(390, 2)
(401, 2)
(407, 2)
(410, 2)
(411, 2)
(413, 2)
(415, 2)
(418, 2)
(430, 2)
(433, 2)
(434, 2)
(435, 2)
(448, 2)
(455, 2)
(477, 2)
(482, 2)
(484, 2)
(486, 2)
(487, 2)
(488, 2)
(490, 2)
(491, 2)
(498, 2)
(501, 2)
(502, 2)
(503, 2)
(504, 2)
(506, 2)
(509, 2)
(510, 2)
(511, 2)
(513, 2)
(517, 2)
(519, 2)
(533, 2)
(538, 2)
(543, 2)
(548, 2)
(549, 2)
(550, 2)
(551, 2)
(556, 2)
(560, 2)
(561, 2)
(571, 2)
(579, 2)
(588, 2)
(596, 2)
(600, 2)
(605, 2)
(607, 2)
(609, 2)
(610, 2)
(623, 2)
(626, 2)
(628, 2)
(629, 2)
(634, 2)
(639, 2)
(648, 2)
(665, 2)
(676, 2)
(697, 2)
(702, 2)
(709, 2)
(730, 2)
(734, 2)
(760, 2)
(763, 2)
(764, 2)
(781, 2)
(794, 2)
(836, 2)
(838, 2)
(872, 2)
(881, 2)
(892, 2)
(938, 2)
(1215, 2)
(273, 1)
(280, 1)
(310, 1)
(324, 1)
(338, 1)
(348, 1)
(351, 1)
(359, 1)
(363, 1)
(364, 1)
(368, 1)
(379, 1)
(382, 1)
(385, 1)
(388, 1)
(395, 1)
(404, 1)
(414, 1)
(416, 1)
(420, 1)
(424, 1)
(425, 1)
(432, 1)
(438, 1)
(440, 1)
(443, 1)
(444, 1)
(446, 1)
(453, 1)
(456, 1)
(457, 1)
(461, 1)
(465, 1)
(468, 1)
(471, 1)
(472, 1)
(473, 1)
(475, 1)
(478, 1)
(480, 1)
(481, 1)
(492, 1)
(493, 1)
(500, 1)
(514, 1)
(515, 1)
(521, 1)
(526, 1)
(528, 1)
(530, 1)
(532, 1)
(534, 1)
(535, 1)
(536, 1)
(540, 1)
(541, 1)
(546, 1)
(547, 1)
(559, 1)
(564, 1)
(569, 1)
(572, 1)
(575, 1)
(577, 1)
(581, 1)
(582, 1)
(583, 1)
(584, 1)
(585, 1)
(586, 1)
(589, 1)
(595, 1)
(597, 1)
(601, 1)
(608, 1)
(611, 1)
(612, 1)
(613, 1)
(616, 1)
(617, 1)
(624, 1)
(625, 1)
(627, 1)
(630, 1)
(633, 1)
(637, 1)
(641, 1)
(643, 1)
(644, 1)
(650, 1)
(651, 1)
(656, 1)
(659, 1)
(660, 1)
(661, 1)
(664, 1)
(666, 1)
(667, 1)
(668, 1)
(669, 1)
(670, 1)
(673, 1)
(677, 1)
(678, 1)
(679, 1)
(682, 1)
(684, 1)
(685, 1)
(687, 1)
(688, 1)
(693, 1)
(694, 1)
(695, 1)
(701, 1)
(703, 1)
(704, 1)
(706, 1)
(707, 1)
(710, 1)
(714, 1)
(720, 1)
(722, 1)
(723, 1)
(724, 1)
(725, 1)
(726, 1)
(727, 1)
(732, 1)
(735, 1)
(740, 1)
(741, 1)
(742, 1)
(743, 1)
(747, 1)
(748, 1)
(750, 1)
(753, 1)
(755, 1)
(758, 1)
(765, 1)
(767, 1)
(769, 1)
(773, 1)
(774, 1)
(777, 1)
(783, 1)
(784, 1)
(787, 1)
(788, 1)
(791, 1)
(792, 1)
(793, 1)
(798, 1)
(799, 1)
(804, 1)
(811, 1)
(814, 1)
(818, 1)
(820, 1)
(823, 1)
